"word","snapshot"
"closer",2017-11-19
"into",2017-11-19
"a",2017-11-19
"suffocation",2017-11-19
"a",2017-11-19
"duality",2017-11-19
"as",2017-11-19
"i",2017-11-19
"cannot",2017-11-19
"bear",2017-11-19
"the",2017-11-19
"thought",2017-11-19
"of",2017-11-19
"long",2017-11-19
"term",2017-11-19
"entrapment",2017-11-19
"and",2017-11-19
"yet",2017-11-19
"a",2017-11-19
"glimpse",2017-11-19
"of",2017-11-19
"this",2017-11-19
"feeling",2017-11-19
"spurs",2017-11-19
"feelings",2017-11-19
"of",2017-11-19
"passion",2017-11-19
"the",2017-11-19
"queens",2017-11-19
"send",2017-11-19
"their",2017-11-19
"minions",2017-11-19
"to",2017-11-19
"meet",2017-11-19
"with",2017-11-19
"me",2017-11-19
"pan",2017-11-19
"pipes",2017-11-19
"guitars",2017-11-19
"drums",2017-11-19
"beating",2017-11-19
"slowly",2017-11-19
"and",2017-11-19
"then",2017-11-19
"quickly",2017-11-19
"like",2017-11-19
"a",2017-11-19
"heart",2017-11-19
"beat",2017-11-19
"steadily",2017-11-19
"increasing",2017-11-19
"as",2017-11-19
"the",2017-11-19
"satin",2017-11-19
"clad",2017-11-19
"wait",2017-11-19
"and",2017-11-19
"thighs",2017-11-19
"move",2017-11-19
"in",2017-11-19
"my",2017-11-19
"view",2017-11-19
"as",2017-11-19
"they",2017-11-19
"saunter",2017-11-19
"forward",2017-11-19
"they",2017-11-19
"eyes",2017-11-19
"glinting",2017-11-19
"hair",2017-11-19
"billowing",2017-11-19
"hesitation",2017-11-20
"is",2017-11-20
"not",2017-11-20
"an",2017-11-20
"option",2017-11-20
"when",2017-11-20
"the",2017-11-20
"job",2017-11-20
"at",2017-11-20
"hand",2017-11-20
"is",2017-11-20
"to",2017-11-20
"write",2017-11-20
"500",2017-11-20
"words",2017-11-20
"in",2017-11-20
"ten",2017-11-20
"minutes",2017-11-20
"that_s",2017-11-20
"50",2017-11-20
"words",2017-11-20
"a",2017-11-20
"minutes",2017-11-20
"i",2017-11-20
"know",2017-11-20
"i",2017-11-20
"can",2017-11-20
"do",2017-11-20
"this",2017-11-20
"if",2017-11-20
"i",2017-11-20
"am",2017-11-20
"copying",2017-11-20
"text",2017-11-20
"that",2017-11-20
"i",2017-11-20
"have",2017-11-20
"not",2017-11-20
"written",2017-11-20
"but",2017-11-20
"it",2017-11-20
"is",2017-11-20
"a",2017-11-20
"different",2017-11-20
"challenge",2017-11-20
"entirely",2017-11-20
"when",2017-11-20
"i",2017-11-20
"need",2017-11-20
"to",2017-11-20
"think",2017-11-20
"about",2017-11-20
"the",2017-11-20
"words",2017-11-20
"i",2017-11-20
"want",2017-11-20
"to",2017-11-20
"type",2017-11-20
"as",2017-11-20
"well",2017-11-20
"self",2017-11-20
"editing",2017-11-20
"is",2017-11-20
"a",2017-11-20
"curse",2017-11-20
"and",2017-11-20
"it",2017-11-20
"is",2017-11-20
"a",2017-11-20
"curse",2017-11-20
"that",2017-11-20
"weights",2017-11-20
"most",2017-11-20
"heavily",2017-11-20
"on",2017-11-20
"writers",2017-11-20
"or",2017-11-20
"wannabe",2017-11-20
"writers",2017-11-20
"like",2017-11-20
"myself",2017-11-20
"who",2017-11-20
"will",2017-11-20
"often",2017-11-20
"revise",2017-11-20
"their",2017-11-20
"own",2017-11-20
"sentences",2017-11-20
"when",2017-11-20
"as",2017-11-20
"they",2017-11-20
"type",2017-11-20
"it",2017-11-20
"is",2017-11-20
"exactly",2017-11-20
"this",2017-11-20
"kind",2017-11-20
"of",2017-11-20
"behaviour",2017-11-20
"i",2017-11-20
"am",2017-11-20
"trying",2017-11-20
"to",2017-11-20
"crush",2017-11-20
"by",2017-11-20
"focusing",2017-11-20
"on",2017-11-20
"the",2017-11-20
"flowstate",2017-11-20
"the",2017-11-20
"idea",2017-11-20
"is",2017-11-20
"to",2017-11-20
"move",2017-11-20
"forwards",2017-11-20
"never",2017-11-20
"backwards",2017-11-20
"there",2017-11-20
"is",2017-11-20
"a",2017-11-20
"mode",2017-11-20
"for",2017-11-20
"making",2017-11-20
"clay",2017-11-20
"there",2017-11-20
"is",2017-11-20
"another",2017-11-20
"mode",2017-11-20
"for",2017-11-20
"crafting",2017-11-20
"a",2017-11-20
"pot",2017-11-20
"and",2017-11-20
"so",2017-11-20
"here",2017-11-20
"i",2017-11-20
"sit",2017-11-20
"the",2017-11-20
"sound",2017-11-20
"of",2017-11-20
"the",2017-11-20
"kettle",2017-11-20
"in",2017-11-20
"my",2017-11-20
"ears",2017-11-20
"punctuated",2017-11-20
"by",2017-11-20
"the",2017-11-20
"cold",2017-11-20
"claps",2017-11-20
"and",2017-11-20
"tacks",2017-11-20
"from",2017-11-20
"the",2017-11-20
"keyboard",2017-11-20
"there",2017-11-20
"are",2017-11-20
"multiple",2017-11-20
"spelling",2017-11-20
"mistakes",2017-11-20
"emerging",2017-11-20
"as",2017-11-20
"my",2017-11-20
"clumsy",2017-11-20
"fingers",2017-11-20
"smash",2017-11-20
"against",2017-11-20
"the",2017-11-20
"keyboard",2017-11-20
"i",2017-11-20
"must",2017-11-20
"become",2017-11-20
"a",2017-11-20
"touch",2017-11-20
"typer",2017-11-20
"perhaps",2017-11-20
"this",2017-11-20
"is",2017-11-20
"it",2017-11-20
"the",2017-11-20
"only",2017-11-20
"way",2017-11-20
"i",2017-11-20
"can",2017-11-20
"become",2017-11-20
"p",2017-11-20
"prolific",2017-11-20
"at",2017-11-20
"this",2017-11-20
"later",2017-11-20
"stage",2017-11-20
"in",2017-11-20
"life",2017-11-20
"i",2017-11-20
"was",2017-11-20
"doing",2017-11-20
"lots",2017-11-20
"of",2017-11-20
"analysis",2017-11-20
"and",2017-11-20
"so",2017-11-20
"i",2017-11-20
"learnt",2017-11-20
"r",2017-11-20
"now",2017-11-20
"that",2017-11-20
"i",2017-11-20
"intent",2017-11-20
"to",2017-11-20
"do",2017-11-20
"lots",2017-11-20
"of",2017-11-20
"typing",2017-11-20
"i",2017-11-20
"should",2017-11-20
"learn",2017-11-20
"touch",2017-11-20
"typing",2017-11-20
"it",2017-11-20
"makes",2017-11-20
"sense",2017-11-20
"right",2017-11-20
"carly",2017-11-20
"crawford",2017-11-20
"is",2017-11-20
"basically",2017-11-20
"me",2017-11-20
"i",2017-11-20
"write",2017-11-20
"her",2017-11-20
"with",2017-11-20
"all",2017-11-20
"the",2017-11-20
"insecurities",2017-11-20
"i",2017-11-20
"have",2017-11-20
"the",2017-11-20
"is",2017-11-20
"a",2017-11-20
"girl",2017-11-20
"but",2017-11-20
"i",2017-11-20
"will",2017-11-20
"try",2017-11-20
"to",2017-11-20
"think",2017-11-20
"like",2017-11-20
"her",2017-11-20
"to",2017-11-20
"act",2017-11-20
"like",2017-11-20
"her",2017-11-20
"she",2017-11-20
"is",2017-11-20
"a",2017-11-20
"slave",2017-11-20
"to",2017-11-20
"the",2017-11-20
"corporate",2017-11-20
"system",2017-11-20
"and",2017-11-20
"she",2017-11-20
"hates",2017-11-20
"herself",2017-11-20
"for",2017-11-20
"it",2017-11-20
"a",2017-11-20
"bit",2017-11-20
"she",2017-11-20
"is",2017-11-20
"smart",2017-11-20
"and",2017-11-20
"kind",2017-11-20
"and",2017-11-20
"can",2017-11-20
"be",2017-11-20
"cunning",2017-11-20
"and",2017-11-20
"action",2017-11-20
"oriented",2017-11-20
"as",2017-11-20
"well",2017-11-20
"she",2017-11-20
"is",2017-11-20
"the",2017-11-20
"true",2017-11-20
"hero",2017-11-20
"of",2017-11-20
"doctor",2017-11-20
"terrorist",2017-11-20
"she",2017-11-20
"works",2017-11-20
"in",2017-11-20
"a",2017-11-20
"support",2017-11-20
"role",2017-11-20
"the",2017-11-20
"unsung",2017-11-20
"hero",2017-11-20
"as",2017-11-20
"man",2017-11-20
"compare",2017-11-20
"dick",2017-11-20
"sizes",2017-11-20
"and",2017-11-20
"cause",2017-11-20
"chaos",2017-11-20
"and",2017-11-20
"thrust",2017-11-20
"the",2017-11-20
"world",2017-11-20
"deeper",2017-11-20
"into",2017-11-20
"an",2017-11-20
"unconscious",2017-11-20
"funk",2017-11-20
"i",2017-11-20
"am",2017-11-20
"really",2017-11-20
"wishing",2017-11-20
"i",2017-11-20
"could",2017-11-20
"touch",2017-11-20
"type",2017-11-20
"now",2017-11-20
"that",2017-11-20
"i",2017-11-20
"could",2017-11-20
"see",2017-11-20
"the",2017-11-20
"words",2017-11-20
"emerge",2017-11-20
"on",2017-11-20
"my",2017-11-20
"screen",2017-11-20
"instead",2017-11-20
"of",2017-11-20
"being",2017-11-20
"locked",2017-11-20
"gazing",2017-11-20
"at",2017-11-20
"the",2017-11-20
"keyboard",2017-11-20
"and",2017-11-20
"my",2017-11-20
"fingers",2017-11-20
"head",2017-11-20
"hunched",2017-11-20
"neck",2017-11-20
"at",2017-11-20
"angles",2017-11-20
"it",2017-11-20
"should",2017-11-20
"not",2017-11-20
"be",2017-11-20
"at",2017-11-20
"i",2017-11-20
"consider",2017-11-20
"the",2017-11-20
"week",2017-11-20
"ahead",2017-11-20
"a",2017-11-20
"focus",2017-11-20
"on",2017-11-20
"my",2017-11-20
"art",2017-11-20
"in",2017-11-20
"the",2017-11-20
"mornings",2017-11-20
"and",2017-11-20
"then",2017-11-20
"my",2017-11-20
"day",2017-11-20
"job",2017-11-20
"unsurprisingly",2017-11-20
"in",2017-11-20
"the",2017-11-20
"day",2017-11-20
"only",2017-11-20
"five",2017-11-20
"days",2017-11-20
"to",2017-11-20
"go",2017-11-20
"until",2017-11-20
"some",2017-11-20
"rest",2017-11-20
"and",2017-11-20
"respite",2017-11-20
"control",2017-11-20
"is",2017-11-20
"what",2017-11-20
"i",2017-11-20
"am",2017-11-20
"missing",2017-11-20
"i",2017-11-20
"feel",2017-11-20
"like",2017-11-20
"i",2017-11-20
"am",2017-11-20
"in",2017-11-20
"a",2017-11-20
"washing",2017-11-20
"machine",2017-11-20
"a",2017-11-20
"swirling",2017-11-20
"chaos",2017-11-20
"with",2017-11-20
"not",2017-11-20
"choice",2017-11-20
"but",2017-11-20
"to",2017-11-20
"submit",2017-11-20
"a",2017-11-20
"cage",2017-11-20
"a",2017-11-20
"prison",2017-11-20
"of",2017-11-20
"my",2017-11-20
"own",2017-11-20
"design",2017-11-20
"or",2017-11-20
"even",2017-11-20
"worse",2017-11-20
"a",2017-11-20
"trap",2017-11-20
"i",2017-11-20
"have",2017-11-20
"foolishly",2017-11-20
"wandered",2017-11-20
"into",2017-11-20
"with",2017-11-20
"my",2017-11-20
"eyes",2017-11-20
"wide",2017-11-20
"open",2017-11-20
"i",2017-11-20
"always",2017-11-20
"thought",2017-11-20
"i",2017-11-20
"might",2017-11-20
"be",2017-11-20
"low",2017-11-20
"on",2017-11-20
"wisdom",2017-11-20
"if",2017-11-20
"i",2017-11-20
"was",2017-11-20
"to",2017-11-20
"look",2017-11-20
"at",2017-11-20
"myself",2017-11-20
"in",2017-11-20
"terms",2017-11-20
"of",2017-11-20
"dungeons",2017-11-20
"and",2017-11-20
"dragons",2017-11-20
"statistics",2017-11-20
"the",2017-11-20
"words",2017-11-20
"are",2017-11-20
"coming",2017-11-20
"at",2017-11-20
"the",2017-11-20
"speed",2017-11-20
"of",2017-11-20
"thought",2017-11-20
"but",2017-11-20
"my",2017-11-20
"two",2017-11-20
"finger",2017-11-20
"method",2017-11-20
"is",2017-11-20
"allowing",2017-11-20
"many",2017-11-20
"mistakes",2017-11-20
"to",2017-11-20
"manifest",2017-11-20
"once",2017-11-20
"i",2017-11-20
"have",2017-11-20
"completed",2017-11-20
"this",2017-11-20
"particular",2017-11-20
"experiment",2017-11-20
"i",2017-11-20
"can",2017-11-20
"apply",2017-11-20
"it",2017-11-20
"to",2017-11-20
"learning",2017-11-20
"to",2017-11-20
"touch",2017-11-20
"type",2017-11-20
"perhaps",2017-11-20
"as",2017-11-20
"surely",2017-11-20
"this",2017-11-20
"could",2017-11-20
"and",2017-11-20
"should",2017-11-20
"be",2017-11-20
"considered",2017-11-20
"p",2017-11-20
"art",2017-11-20
"of",2017-11-20
"increasing",2017-11-20
"writing",2017-11-20
"out",2017-11-20
"put",2017-11-20
"yes",2017-11-20
"that",2017-11-20
"is",2017-11-20
"what",2017-11-20
"i",2017-11-20
"must",2017-11-20
"do",2017-11-20
"learning",2017-11-20
"to",2017-11-20
"touch",2017-11-20
"type",2017-11-20
"i",2017-11-20
"am",2017-11-20
"sure",2017-11-20
"it",2017-11-20
"will",2017-11-20
"be",2017-11-20
"brutal",2017-11-20
"but",2017-11-20
"at",2017-11-20
"least",2017-11-20
"i",2017-11-20
"can",2017-11-20
"dream",2017-11-20
"of",2017-11-20
"the",2017-11-20
"summer",2017-11-20
"queen",2017-11-20
"and",2017-11-20
"the",2017-11-20
"gloaming",2017-11-20
"queen",2017-11-20
"in",2017-11-20
"the",2017-11-20
"feywild",2017-11-20
"those",2017-11-20
"seductive",2017-11-20
"faeries",2017-11-20
"who",2017-11-20
"hold",2017-11-20
"sway",2017-11-20
"over",2017-11-20
"the",2017-11-20
"land",2017-11-20
"of",2017-11-20
"permanent",2017-11-20
"twilight",2017-11-20
"the",2017-11-20
"edges",2017-11-20
"there",2017-11-20
"are",2017-11-20
"blurred",2017-11-20
"i",2017-11-20
"like",2017-11-20
"that",2017-11-20
"take",2017-11-20
"me",2017-11-20
"there",2017-11-20
"away",2017-11-20
"from",2017-11-20
"this",2017-11-20
"place",2017-11-20
"of",2017-11-20
"dreariness",2017-11-20
"and",2017-11-20
"grey",2017-11-20
"take",2017-11-20
"me",2017-11-20
"there",2017-11-20
"now",2017-11-20
"and",2017-11-20
"call",2017-11-20
"me",2017-11-20
"an",2017-11-20
"elf",2017-11-20
"and",2017-11-20
"give",2017-11-20
"me",2017-11-20
"a",2017-11-20
"bow",2017-11-20
"and",2017-11-20
"point",2017-11-20
"me",2017-11-20
"in",2017-11-20
"the",2017-11-20
"direction",2017-11-20
"of",2017-11-20
"adventure",2017-11-20
"i",2017-11-20
"need",2017-11-20
"it",2017-11-20
"to",2017-11-20
"save",2017-11-20
"my",2017-11-20
"life",2017-11-20
"it_s",2017-11-21
"an",2017-11-21
"exciting",2017-11-21
"time",2017-11-21
"straight",2017-11-21
"into",2017-11-21
"the",2017-11-21
"black",2017-11-21
"characters",2017-11-21
"on",2017-11-21
"the",2017-11-21
"white",2017-11-21
"screen",2017-11-21
"today",2017-11-21
"i",2017-11-21
"will",2017-11-21
"write",2017-11-21
"about",2017-11-21
"at",2017-11-21
"least",2017-11-21
"three",2017-11-21
"things",2017-11-21
"number",2017-11-21
"one",2017-11-21
"wearing",2017-11-21
"black",2017-11-21
"and",2017-11-21
"red",2017-11-21
"number",2017-11-21
"two",2017-11-21
"the",2017-11-21
"theory",2017-11-21
"of",2017-11-21
"animal",2017-11-21
"movement",2017-11-21
"and",2017-11-21
"number",2017-11-21
"three",2017-11-21
"an",2017-11-21
"outline",2017-11-21
"of",2017-11-21
"an",2017-11-21
"erotic",2017-11-21
"fantasy",2017-11-21
"of",2017-11-21
"some",2017-11-21
"description",2017-11-21
"maybe",2017-11-21
"ok",2017-11-21
"so",2017-11-21
"here",2017-11-21
"i",2017-11-21
"go",2017-11-21
"wearing",2017-11-21
"black",2017-11-21
"and",2017-11-21
"red",2017-11-21
"she",2017-11-21
"work",2017-11-21
"red",2017-11-21
"jeans",2017-11-21
"a",2017-11-21
"bright",2017-11-21
"and",2017-11-21
"bold",2017-11-21
"colour",2017-11-21
"contracting",2017-11-21
"with",2017-11-21
"the",2017-11-21
"deep",2017-11-21
"black",2017-11-21
"of",2017-11-21
"her",2017-11-21
"top",2017-11-21
"her",2017-11-21
"outfit",2017-11-21
"was",2017-11-21
"complimented",2017-11-21
"with",2017-11-21
"a",2017-11-21
"red",2017-11-21
"scarf",2017-11-21
"and",2017-11-21
"earrings",2017-11-21
"that",2017-11-21
"held",2017-11-21
"red",2017-11-21
"crystals",2017-11-21
"of",2017-11-21
"a",2017-11-21
"vaguely",2017-11-21
"cylindrical",2017-11-21
"aspect",2017-11-21
"all",2017-11-21
"together",2017-11-21
"she",2017-11-21
"came",2017-11-21
"across",2017-11-21
"as",2017-11-21
"very",2017-11-21
"well",2017-11-21
"fashioned",2017-11-21
"i_m",2017-11-21
"also",2017-11-21
"going",2017-11-21
"to",2017-11-21
"write",2017-11-21
"about",2017-11-21
"the",2017-11-21
"silent",2017-11-21
"rain",2017-11-21
"mercenary",2017-11-21
"company",2017-11-21
"and",2017-11-21
"the",2017-11-21
"dm_s",2017-11-21
"guild",2017-11-21
"first",2017-11-21
"person",2017-11-21
"exposition",2017-11-21
"is",2017-11-21
"one",2017-11-21
"of",2017-11-21
"the",2017-11-21
"features",2017-11-21
"of",2017-11-21
"my",2017-11-21
"flowstate",2017-11-21
"writing",2017-11-21
"i",2017-11-21
"need",2017-11-21
"to",2017-11-21
"crush",2017-11-21
"without",2017-11-21
"mercy",2017-11-21
"it_s",2017-11-21
"a",2017-11-21
"bad",2017-11-21
"habit",2017-11-21
"but",2017-11-21
"it",2017-11-21
"through",2017-11-21
"this",2017-11-21
"morning",2017-11-21
"action",2017-11-21
"i",2017-11-21
"take",2017-11-21
"time",2017-11-21
"to",2017-11-21
"re",2017-11-21
"train",2017-11-21
"myself",2017-11-21
"the",2017-11-21
"theory",2017-11-21
"of",2017-11-21
"animal",2017-11-21
"movement",2017-11-21
"i",2017-11-21
"don_t",2017-11-21
"know",2017-11-21
"where",2017-11-21
"i",2017-11-21
"read",2017-11-21
"this",2017-11-21
"but",2017-11-21
"a",2017-11-21
"concept",2017-11-21
"that",2017-11-21
"has",2017-11-21
"stuck",2017-11-21
"with",2017-11-21
"me",2017-11-21
"is",2017-11-21
"the",2017-11-21
"idea",2017-11-21
"of",2017-11-21
"learning",2017-11-21
"from",2017-11-21
"animals",2017-11-21
"they",2017-11-21
"generally",2017-11-21
"move",2017-11-21
"at",2017-11-21
"one",2017-11-21
"of",2017-11-21
"two",2017-11-21
"speeds",2017-11-21
"either",2017-11-21
"completely",2017-11-21
"still",2017-11-21
"or",2017-11-21
"moving",2017-11-21
"as",2017-11-21
"fast",2017-11-21
"as",2017-11-21
"possible",2017-11-21
"this",2017-11-21
"is",2017-11-21
"a",2017-11-21
"powerful",2017-11-21
"feature",2017-11-21
"of",2017-11-21
"nature",2017-11-21
"to",2017-11-21
"learn",2017-11-21
"from",2017-11-21
"and",2017-11-21
"i",2017-11-21
"think",2017-11-21
"it",2017-11-21
"is",2017-11-21
"evident",2017-11-21
"in",2017-11-21
"many",2017-11-21
"eastern",2017-11-21
"philosophies",2017-11-21
"including",2017-11-21
"martial",2017-11-21
"arts",2017-11-21
"training",2017-11-21
"and",2017-11-21
"the",2017-11-21
"works",2017-11-21
"of",2017-11-21
"sun",2017-11-21
"tzu",2017-11-21
"i",2017-11-21
"practically",2017-11-21
"apply",2017-11-21
"this",2017-11-21
"learning",2017-11-21
"in",2017-11-21
"my",2017-11-21
"life",2017-11-21
"by",2017-11-21
"trying",2017-11-21
"to",2017-11-21
"consciously",2017-11-21
"choose",2017-11-21
"which",2017-11-21
"mode",2017-11-21
"i",2017-11-21
"am",2017-11-21
"working",2017-11-21
"in",2017-11-21
"when",2017-11-21
"silent",2017-11-21
"i",2017-11-21
"am",2017-11-21
"to",2017-11-21
"listen",2017-11-21
"and",2017-11-21
"understand",2017-11-21
"to",2017-11-21
"watch",2017-11-21
"and",2017-11-21
"perceive",2017-11-21
"when",2017-11-21
"moving",2017-11-21
"i",2017-11-21
"throw",2017-11-21
"all",2017-11-21
"my",2017-11-21
"energy",2017-11-21
"into",2017-11-21
"the",2017-11-21
"job",2017-11-21
"at",2017-11-21
"hand",2017-11-21
"trying",2017-11-21
"to",2017-11-21
"remove",2017-11-21
"myself",2017-11-21
"fro",2017-11-21
"the",2017-11-21
"trap",2017-11-21
"of",2017-11-21
"attempting",2017-11-21
"to",2017-11-21
"multi",2017-11-21
"task",2017-11-21
"the",2017-11-21
"idea",2017-11-21
"is",2017-11-21
"to",2017-11-21
"make",2017-11-21
"each",2017-11-21
"movement",2017-11-21
"count",2017-11-21
"but",2017-11-21
"to",2017-11-21
"not",2017-11-21
"waste",2017-11-21
"energy",2017-11-21
"moving",2017-11-21
"at",2017-11-21
"slow",2017-11-21
"speeds",2017-11-21
"yet",2017-11-21
"not",2017-11-21
"at",2017-11-21
"full",2017-11-21
"pace",2017-11-21
"getting",2017-11-21
"nowhere",2017-11-21
"and",2017-11-21
"also",2017-11-21
"expending",2017-11-21
"valuable",2017-11-21
"reserves",2017-11-21
"of",2017-11-21
"energy",2017-11-21
"now",2017-11-21
"my",2017-11-21
"erotic",2017-11-21
"letter",2017-11-21
"i",2017-11-21
"am",2017-11-21
"at",2017-11-21
"the",2017-11-21
"gym",2017-11-21
"and",2017-11-21
"before",2017-11-21
"me",2017-11-21
"is",2017-11-21
"a",2017-11-21
"sled",2017-11-21
"carrying",2017-11-21
"many",2017-11-21
"circular",2017-11-21
"weights",2017-11-21
"my",2017-11-21
"job",2017-11-21
"is",2017-11-21
"to",2017-11-21
"move",2017-11-21
"the",2017-11-21
"sled",2017-11-21
"form",2017-11-21
"one",2017-11-21
"edge",2017-11-21
"of",2017-11-21
"the",2017-11-21
"floor",2017-11-21
"another",2017-11-21
"to",2017-11-21
"do",2017-11-21
"this",2017-11-21
"i",2017-11-21
"need",2017-11-21
"to",2017-11-21
"lean",2017-11-21
"forward",2017-11-21
"and",2017-11-21
"push",2017-11-21
"with",2017-11-21
"all",2017-11-21
"my",2017-11-21
"strength",2017-11-21
"until",2017-11-21
"i",2017-11-21
"am",2017-11-21
"locked",2017-11-21
"into",2017-11-21
"a",2017-11-21
"position",2017-11-21
"with",2017-11-21
"my",2017-11-21
"arms",2017-11-21
"forward",2017-11-21
"leg_s",2017-11-21
"trailing",2017-11-21
"and",2017-11-21
"my",2017-11-21
"head",2017-11-21
"angled",2017-11-21
"towards",2017-11-21
"the",2017-11-21
"floor",2017-11-21
"my",2017-11-21
"muscles",2017-11-21
"creak",2017-11-21
"and",2017-11-21
"complain",2017-11-21
"as",2017-11-21
"i",2017-11-21
"step",2017-11-21
"forward",2017-11-21
"slowly",2017-11-21
"and",2017-11-21
"so",2017-11-21
"i",2017-11-21
"seek",2017-11-21
"to",2017-11-21
"motivate",2017-11-21
"them",2017-11-21
"somehow",2017-11-21
"the",2017-11-21
"answer",2017-11-21
"is",2017-11-21
"in",2017-11-21
"a",2017-11-21
"fantasy",2017-11-21
"visualisation",2017-11-21
"i",2017-11-21
"look",2017-11-21
"up",2017-11-21
"from",2017-11-21
"my",2017-11-21
"toil",2017-11-21
"and",2017-11-21
"imagine",2017-11-21
"you",2017-11-21
"standing",2017-11-21
"at",2017-11-21
"the",2017-11-21
"end",2017-11-21
"of",2017-11-21
"the",2017-11-21
"gym",2017-11-21
"floor",2017-11-21
"wearing",2017-11-21
"those",2017-11-21
"tight",2017-11-21
"pants",2017-11-21
"you",2017-11-21
"might",2017-11-21
"have",2017-11-21
"forgotten",2017-11-21
"but",2017-11-21
"i",2017-11-21
"never",2017-11-21
"will",2017-11-21
"you",2017-11-21
"catch",2017-11-21
"my",2017-11-21
"eye",2017-11-21
"and",2017-11-21
"your",2017-11-21
"eyes",2017-11-21
"glint",2017-11-21
"smiling",2017-11-21
"ever",2017-11-21
"so",2017-11-21
"slightly",2017-11-21
"you",2017-11-21
"lean",2017-11-21
"yourself",2017-11-21
"forward",2017-11-21
"and",2017-11-21
"press",2017-11-21
"your",2017-11-21
"legs",2017-11-21
"closer",2017-11-21
"together",2017-11-21
"subtly",2017-11-21
"pushing",2017-11-21
"out",2017-11-21
"the",2017-11-21
"peach",2017-11-21
"of",2017-11-21
"your",2017-11-21
"round",2017-11-21
"and",2017-11-21
"tight",2017-11-21
"bottom",2017-11-21
"i",2017-11-21
"am",2017-11-21
"now",2017-11-21
"fixed",2017-11-21
"on",2017-11-21
"this",2017-11-21
"as",2017-11-21
"my",2017-11-21
"goal",2017-11-21
"the",2017-11-21
"wights",2017-11-21
"are",2017-11-21
"simple",2017-11-21
"what",2017-11-21
"needs",2017-11-21
"to",2017-11-21
"happen",2017-11-21
"to",2017-11-21
"get",2017-11-21
"me",2017-11-21
"to",2017-11-21
"this",2017-11-21
"prize",2017-11-21
"as",2017-11-21
"i",2017-11-21
"approach",2017-11-21
"i",2017-11-21
"catch",2017-11-21
"a",2017-11-21
"glancing",2017-11-21
"whiff",2017-11-21
"of",2017-11-21
"your",2017-11-21
"perfume",2017-11-21
"and",2017-11-21
"i",2017-11-21
"imagine",2017-11-21
"you",2017-11-21
"expectantly",2017-11-21
"waiting",2017-11-21
"for",2017-11-21
"me",2017-11-21
"to",2017-11-21
"arrive",2017-11-21
"perhaps",2017-11-21
"in",2017-11-21
"a",2017-11-21
"steampunk",2017-11-21
"interpretation",2017-11-21
"of",2017-11-21
"this",2017-11-21
"there",2017-11-21
"is",2017-11-21
"a",2017-11-21
"conveyer",2017-11-21
"belt",2017-11-21
"i",2017-11-22
"increase",2017-11-22
"the",2017-11-22
"difficulty",2017-11-22
"this",2017-11-22
"morning",2017-11-22
"with",2017-11-22
"reduced",2017-11-22
"light",2017-11-22
"dim",2017-11-22
"twighlight",2017-11-22
"from",2017-11-22
"the",2017-11-22
"space",2017-11-22
"in",2017-11-22
"between",2017-11-22
"the",2017-11-22
"dimensions",2017-11-22
"i",2017-11-22
"am",2017-11-22
"scrunched",2017-11-22
"up",2017-11-22
"inside",2017-11-22
"a",2017-11-22
"feeling",2017-11-22
"of",2017-11-22
"remorse",2017-11-22
"and",2017-11-22
"self",2017-11-22
"pity",2017-11-22
"hanging",2017-11-22
"inside",2017-11-22
"me",2017-11-22
"like",2017-11-22
"a",2017-11-22
"ball",2017-11-22
"of",2017-11-22
"iron",2017-11-22
"my",2017-11-22
"self",2017-11-22
"pity",2017-11-22
"makes",2017-11-22
"me",2017-11-22
"feel",2017-11-22
"angry",2017-11-22
"and",2017-11-22
"i",2017-11-22
"know",2017-11-22
"i",2017-11-22
"must",2017-11-22
"steel",2017-11-22
"myself",2017-11-22
"against",2017-11-22
"the",2017-11-22
"challenges",2017-11-22
"ahead",2017-11-22
"the",2017-11-22
"writing",2017-11-22
"is",2017-11-22
"therapy",2017-11-22
"now",2017-11-22
"each",2017-11-22
"breath",2017-11-22
"is",2017-11-22
"precious",2017-11-22
"a",2017-11-22
"chance",2017-11-22
"to",2017-11-22
"meditate",2017-11-22
"and",2017-11-22
"to",2017-11-22
"be",2017-11-22
"drawn",2017-11-22
"in",2017-11-22
"to",2017-11-22
"the",2017-11-22
"ever",2017-11-22
"present",2017-11-22
"now",2017-11-22
"thoughts",2017-11-22
"buzz",2017-11-22
"and",2017-11-22
"whir",2017-11-22
"through",2017-11-22
"my",2017-11-22
"mind",2017-11-22
"the",2017-11-22
"demons",2017-11-22
"of",2017-11-22
"distraction",2017-11-22
"are",2017-11-22
"as",2017-11-22
"strong",2017-11-22
"as",2017-11-22
"always",2017-11-22
"and",2017-11-22
"now",2017-11-22
"they",2017-11-22
"are",2017-11-22
"joined",2017-11-22
"with",2017-11-22
"demons",2017-11-22
"of",2017-11-22
"despair",2017-11-22
"i",2017-11-22
"am",2017-11-22
"free",2017-11-22
"falling",2017-11-22
"heart",2017-11-22
"beat",2017-11-22
"racing",2017-11-22
"panic",2017-11-22
"oncoming_",2017-11-22
"my",2017-11-22
"head",2017-11-22
"hurts",2017-11-22
"and",2017-11-22
"my",2017-11-22
"heart",2017-11-22
"hurst",2017-11-22
"i",2017-11-22
"am",2017-11-22
"trying",2017-11-22
"to",2017-11-22
"be",2017-11-22
"calm",2017-11-22
"tryting",2017-11-22
"so",2017-11-22
"hard",2017-11-22
"but",2017-11-22
